event_id,order_id,carrier,tracking_number,ship_date,delivery_status,event_timestamp
EVT-000576,ORDER-00406,ups,925581175518,2026-07-20,in_transit,2026-07-20 06:00:00
EVT-000577,ORDER-00406,ups,627905738407,2026-07-20,out_for_delivery,2026-07-20 15:00:00
EVT-000578,ORDER-00407,dhl,956382682386,2026-06-10,label_created,2026-06-10 01:00:00
EVT-000579,ORDER-00408,fedex,831911302059,2026-08-15,label_created,2026-08-15 00:00:00
EVT-000580,ORDER-00408,ups,197652632338,2026-08-15,in_transit,2026-08-15 06:00:00
EVT-000581,ORDER-00408,usps,917797039836,2026-08-15,out_for_delivery,2026-08-15 14:00:00
EVT-000582,ORDER-00410,fedex,881194110455,2026-09-24,label_created,2026-09-24 04:00:00
EVT-000583,ORDER-00410,ups,123567275658,2026-09-24,in_transit,2026-09-24 10:00:00
EVT-000584,ORDER-00410,fedex,630991953411,2026-09-24,out_for_delivery,2026-09-24 15:00:00
EVT-000585,ORDER-00413,dhl,373756954827,2026-07-17,label_created,2026-07-17 03:00:00
EVT-000586,ORDER-00413,usps,364645361668,2026-07-17,in_transit,2026-07-17 11:00:00
EVT-000587,ORDER-00414,ups,046074091923,2026-08-10,label_created,2026-08-10 04:00:00
EVT-000588,ORDER-00414,dhl,279920577381,2026-08-10,in_transit,2026-08-10 09:00:00
EVT-000589,ORDER-00414,dhl,071230775877,2026-08-10,out_for_delivery,2026-08-10 16:00:00
EVT-000590,ORDER-00415,usps,383491288293,2026-07-15,label_created,2026-07-15 01:00:00
EVT-000591,ORDER-00415,dhl,780511705031,2026-07-15,in_transit,2026-07-15 06:00:00
EVT-000592,ORDER-00416,ups,021590724386,2026-07-09,label_created,2026-07-09 00:00:00
EVT-000593,ORDER-00416,dhl,471323620923,2026-07-09,in_transit,2026-07-09 10:00:00
EVT-000594,ORDER-00418,fedex,954062248456,2026-09-16,label_created,2026-09-16 00:00:00
EVT-000595,ORDER-00418,fedex,756586978316,2026-09-16,in_transit,2026-09-16 10:00:00
EVT-000596,ORDER-00418,ups,396894071807,2026-09-16,out_for_delivery,2026-09-16 12:00:00
EVT-000597,ORDER-00420,ups,521144157671,2026-08-30,label_created,2026-08-30 05:00:00
EVT-000598,ORDER-00420,ups,816506562073,2026-08-30,in_transit,2026-08-30 11:00:00
EVT-000599,ORDER-00420,ups,481024897745,2026-08-30,out_for_delivery,2026-08-30 12:00:00
EVT-000600,ORDER-00421,usps,581801144318,2026-08-30,label_created,2026-08-30 05:00:00
EVT-000601,ORDER-00421,ups,722954180002,2026-08-30,in_transit,2026-08-30 06:00:00
EVT-000602,ORDER-00421,ups,927595836942,2026-08-30,out_for_delivery,2026-08-30 15:00:00
EVT-000603,ORDER-00422,fedex,682842691487,2026-08-31,label_created,2026-08-31 01:00:00
EVT-000604,ORDER-00422,usps,298958535930,2026-08-31,in_transit,2026-08-31 07:00:00
EVT-000605,ORDER-00423,fedex,848027705704,2026-08-24,label_created,2026-08-24 04:00:00
EVT-000606,ORDER-00423,fedex,457835352786,2026-08-24,in_transit,2026-08-24 11:00:00
EVT-000607,ORDER-00423,fedex,465973734637,2026-08-24,out_for_delivery,2026-08-24 15:00:00
EVT-000608,ORDER-00425,usps,004875488894,2026-06-30,label_created,2026-06-30 02:00:00
EVT-000609,ORDER-00425,dhl,557201734750,2026-06-30,in_transit,2026-06-30 06:00:00
EVT-000610,ORDER-00425,fedex,678011874135,2026-06-30,out_for_delivery,2026-06-30 16:00:00
EVT-000611,ORDER-00426,usps,558007026670,2026-08-02,label_created,2026-08-02 01:00:00
EVT-000612,ORDER-00427,dhl,581132582404,2026-07-05,label_created,2026-07-05 04:00:00
EVT-000613,ORDER-00427,usps,039467303495,2026-07-05,in_transit,2026-07-05 11:00:00
EVT-000614,ORDER-00427,usps,378433811288,2026-07-05,out_for_delivery,2026-07-05 12:00:00
EVT-000615,ORDER-00429,dhl,170023470346,2026-07-22,label_created,2026-07-22 01:00:00
EVT-000616,ORDER-00429,usps,110425576465,2026-07-22,in_transit,2026-07-22 09:00:00
EVT-000617,ORDER-00429,usps,147495901780,2026-07-22,out_for_delivery,2026-07-22 13:00:00
EVT-000618,ORDER-00430,ups,993372330151,2026-08-07,label_created,2026-08-07 03:00:00
EVT-000619,ORDER-00430,fedex,182048074056,2026-08-07,in_transit,2026-08-07 09:00:00
EVT-000620,ORDER-00430,dhl,589559415474,2026-08-07,out_for_delivery,2026-08-07 17:00:00
EVT-000621,ORDER-00431,fedex,531980543456,2026-09-04,label_created,2026-09-04 00:00:00
EVT-000622,ORDER-00434,usps,510424795095,2026-07-14,label_created,2026-07-14 05:00:00
EVT-000623,ORDER-00434,usps,799830843898,2026-07-14,in_transit,2026-07-14 11:00:00
EVT-000624,ORDER-00435,fedex,459043183961,2026-09-17,label_created,2026-09-17 04:00:00
EVT-000625,ORDER-00435,ups,467161238578,2026-09-17,in_transit,2026-09-17 08:00:00
EVT-000626,ORDER-00435,usps,911630214565,2026-09-17,out_for_delivery,2026-09-17 13:00:00
EVT-000627,ORDER-00436,usps,108007690277,2026-07-28,label_created,2026-07-28 02:00:00
EVT-000628,ORDER-00436,fedex,403073814293,2026-07-28,in_transit,2026-07-28 10:00:00
EVT-000629,ORDER-00437,dhl,743998230945,2026-09-10,label_created,2026-09-10 00:00:00
EVT-000630,ORDER-00437,usps,373420452456,2026-09-10,in_transit,2026-09-10 09:00:00
EVT-000631,ORDER-00437,dhl,653520888041,2026-09-10,out_for_delivery,2026-09-10 13:00:00
EVT-000632,ORDER-00438,dhl,882617817960,2026-06-12,label_created,2026-06-12 01:00:00
EVT-000633,ORDER-00438,dhl,982493013252,2026-06-12,in_transit,2026-06-12 08:00:00
EVT-000634,ORDER-00439,fedex,748092882609,2026-07-04,label_created,2026-07-04 05:00:00
EVT-000635,ORDER-00439,dhl,276665438670,2026-07-04,in_transit,2026-07-04 06:00:00
EVT-000636,ORDER-00441,fedex,326566427364,2026-07-12,label_created,2026-07-12 01:00:00
EVT-000637,ORDER-00441,dhl,405302908650,2026-07-12,in_transit,2026-07-12 10:00:00
EVT-000638,ORDER-00442,dhl,610055835424,2026-08-19,label_created,2026-08-19 01:00:00
EVT-000639,ORDER-00443,fedex,705748966268,2026-09-03,label_created,2026-09-03 02:00:00
EVT-000640,ORDER-00443,dhl,147505360602,2026-09-03,in_transit,2026-09-03 09:00:00
EVT-000641,ORDER-00444,usps,457991022557,2026-08-15,label_created,2026-08-15 00:00:00
EVT-000642,ORDER-00445,usps,657036095585,2026-09-13,label_created,2026-09-13 02:00:00
EVT-000643,ORDER-00445,ups,047382724392,2026-09-13,in_transit,2026-09-13 11:00:00
EVT-000644,ORDER-00445,fedex,662084451231,2026-09-13,out_for_delivery,2026-09-13 15:00:00
EVT-000645,ORDER-00447,fedex,893282693701,2026-08-22,label_created,2026-08-22 04:00:00
EVT-000646,ORDER-00450,ups,221563396130,2026-08-26,label_created,2026-08-26 00:00:00
EVT-000647,ORDER-00450,fedex,438575151059,2026-08-26,in_transit,2026-08-26 11:00:00
EVT-000648,ORDER-00450,dhl,280546486443,2026-08-26,out_for_delivery,2026-08-26 17:00:00
EVT-000649,ORDER-00451,fedex,834502917667,2026-06-06,label_created,2026-06-06 04:00:00
EVT-000650,ORDER-00452,usps,756228713056,2026-08-20,label_created,2026-08-20 00:00:00
EVT-000651,ORDER-00452,fedex,785830416491,2026-08-20,in_transit,2026-08-20 10:00:00
EVT-000652,ORDER-00452,dhl,857575370531,2026-08-20,out_for_delivery,2026-08-20 15:00:00
EVT-000653,ORDER-00453,dhl,581656805909,2026-09-24,label_created,2026-09-24 00:00:00
EVT-000654,ORDER-00453,usps,821283764094,2026-09-24,in_transit,2026-09-24 06:00:00
EVT-000655,ORDER-00454,fedex,924497991789,2026-07-09,label_created,2026-07-09 02:00:00
EVT-000656,ORDER-00454,ups,030586103411,2026-07-09,in_transit,2026-07-09 06:00:00
EVT-000657,ORDER-00455,ups,973328298314,2026-06-14,label_created,2026-06-14 00:00:00
EVT-000658,ORDER-00455,dhl,691184275816,2026-06-14,in_transit,2026-06-14 10:00:00
EVT-000659,ORDER-00456,dhl,590018329992,2026-09-09,label_created,2026-09-09 02:00:00
EVT-000660,ORDER-00456,fedex,179881857714,2026-09-09,in_transit,2026-09-09 08:00:00
EVT-000661,ORDER-00456,usps,857696468217,2026-09-09,out_for_delivery,2026-09-09 15:00:00
EVT-000662,ORDER-00457,fedex,958432610647,2026-06-15,label_created,2026-06-15 05:00:00
EVT-000663,ORDER-00457,dhl,137667954833,2026-06-15,in_transit,2026-06-15 06:00:00
EVT-000664,ORDER-00457,ups,645287266148,2026-06-15,out_for_delivery,2026-06-15 14:00:00
EVT-000665,ORDER-00458,ups,911299222876,2026-09-02,label_created,2026-09-02 02:00:00
EVT-000666,ORDER-00458,usps,783284024555,2026-09-02,in_transit,2026-09-02 11:00:00
EVT-000667,ORDER-00461,ups,491420978522,2026-06-16,label_created,2026-06-16 01:00:00
EVT-000668,ORDER-00462,dhl,625743152056,2026-06-26,label_created,2026-06-26 04:00:00
EVT-000669,ORDER-00464,dhl,223540883096,2026-07-20,label_created,2026-07-20 05:00:00
EVT-000670,ORDER-00465,usps,356627895841,2026-06-29,label_created,2026-06-29 04:00:00
EVT-000671,ORDER-00465,ups,201165185426,2026-06-29,in_transit,2026-06-29 11:00:00
EVT-000672,ORDER-00465,usps,134716694220,2026-06-29,out_for_delivery,2026-06-29 17:00:00
EVT-000673,ORDER-00466,ups,264365671332,2026-06-08,label_created,2026-06-08 04:00:00
EVT-000674,ORDER-00466,usps,446507000077,2026-06-08,in_transit,2026-06-08 07:00:00
EVT-000675,ORDER-00468,ups,807711132444,2026-09-11,label_created,2026-09-11 00:00:00
EVT-000676,ORDER-00468,usps,807128119266,2026-09-11,in_transit,2026-09-11 07:00:00
EVT-000677,ORDER-00469,fedex,661156053949,2026-08-23,label_created,2026-08-23 04:00:00
EVT-000678,ORDER-00469,ups,123193211920,2026-08-23,in_transit,2026-08-23 10:00:00
EVT-000679,ORDER-00470,ups,161637442479,2026-07-08,label_created,2026-07-08 02:00:00
EVT-000680,ORDER-00470,fedex,956484588047,2026-07-08,in_transit,2026-07-08 06:00:00
EVT-000681,ORDER-00471,fedex,715416068867,2026-09-10,label_created,2026-09-10 01:00:00
EVT-000682,ORDER-00471,fedex,313274119679,2026-09-10,in_transit,2026-09-10 08:00:00
EVT-000683,ORDER-00471,fedex,643316222011,2026-09-10,out_for_delivery,2026-09-10 12:00:00
EVT-000684,ORDER-00472,fedex,878348115903,2026-07-06,label_created,2026-07-06 00:00:00
EVT-000685,ORDER-00473,fedex,289954583308,2026-08-20,label_created,2026-08-20 02:00:00
EVT-000686,ORDER-00474,usps,676648682169,2026-06-28,label_created,2026-06-28 02:00:00
EVT-000687,ORDER-00474,ups,263814504924,2026-06-28,in_transit,2026-06-28 10:00:00
EVT-000688,ORDER-00475,fedex,138427323758,2026-07-01,label_created,2026-07-01 01:00:00
EVT-000689,ORDER-00475,usps,927661694970,2026-07-01,in_transit,2026-07-01 11:00:00
EVT-000690,ORDER-00475,dhl,736021292190,2026-07-01,out_for_delivery,2026-07-01 17:00:00
EVT-000691,ORDER-00476,fedex,844686207741,2026-08-16,label_created,2026-08-16 02:00:00
EVT-000692,ORDER-00476,ups,682288786409,2026-08-16,in_transit,2026-08-16 09:00:00
EVT-000693,ORDER-00477,dhl,867676700684,2026-09-05,label_created,2026-09-05 03:00:00
EVT-000694,ORDER-00479,usps,776785672956,2026-08-13,label_created,2026-08-13 02:00:00
EVT-000695,ORDER-00479,usps,953141395291,2026-08-13,in_transit,2026-08-13 09:00:00
EVT-000696,ORDER-00479,ups,423453171100,2026-08-13,out_for_delivery,2026-08-13 12:00:00
EVT-000697,ORDER-00480,ups,865151302196,2026-07-24,label_created,2026-07-24 02:00:00
EVT-000698,ORDER-00480,ups,697900918587,2026-07-24,in_transit,2026-07-24 08:00:00
EVT-000699,ORDER-00480,dhl,296121545894,2026-07-24,out_for_delivery,2026-07-24 17:00:00
EVT-000700,ORDER-00481,usps,649291888123,2026-08-28,label_created,2026-08-28 05:00:00
EVT-000701,ORDER-00481,fedex,714315358888,2026-08-28,in_transit,2026-08-28 08:00:00
EVT-000702,ORDER-00482,fedex,830333759265,2026-06-19,label_created,2026-06-19 00:00:00
EVT-000703,ORDER-00482,usps,347781009895,2026-06-19,in_transit,2026-06-19 09:00:00
EVT-000704,ORDER-00482,ups,537544034712,2026-06-19,out_for_delivery,2026-06-19 13:00:00
EVT-000705,ORDER-00483,dhl,825619945986,2026-05-28,label_created,2026-05-28 00:00:00
EVT-000706,ORDER-00486,dhl,927411243687,2026-06-25,label_created,2026-06-25 01:00:00
EVT-000707,ORDER-00486,dhl,207144253528,2026-06-25,in_transit,2026-06-25 07:00:00
EVT-000708,ORDER-00486,ups,310182705881,2026-06-25,out_for_delivery,2026-06-25 12:00:00
EVT-000709,ORDER-00487,fedex,950514376514,2026-07-30,label_created,2026-07-30 00:00:00
EVT-000710,ORDER-00489,dhl,468935969133,2026-09-11,label_created,2026-09-11 01:00:00
EVT-000711,ORDER-00489,dhl,771723617541,2026-09-11,in_transit,2026-09-11 07:00:00
EVT-000712,ORDER-00490,fedex,840836456005,2026-08-08,label_created,2026-08-08 00:00:00
EVT-000713,ORDER-00491,usps,575302570791,2026-06-22,label_created,2026-06-22 02:00:00
EVT-000714,ORDER-00491,ups,868460707739,2026-06-22,in_transit,2026-06-22 06:00:00
EVT-000715,ORDER-00491,fedex,038218478615,2026-06-22,out_for_delivery,2026-06-22 14:00:00
EVT-000716,ORDER-00492,ups,221153354044,2026-08-21,label_created,2026-08-21 02:00:00
EVT-000717,ORDER-00492,ups,266542892440,2026-08-21,in_transit,2026-08-21 10:00:00
EVT-000718,ORDER-00493,fedex,312412886074,2026-07-07,label_created,2026-07-07 01:00:00
EVT-000719,ORDER-00494,ups,787857125355,2026-08-30,label_created,2026-08-30 00:00:00
EVT-000720,ORDER-00495,ups,901640036511,2026-06-10,label_created,2026-06-10 05:00:00
EVT-000721,ORDER-00496,usps,625208776000,2026-07-04,label_created,2026-07-04 01:00:00
EVT-000722,ORDER-00498,usps,115943872521,2026-08-16,label_created,2026-08-16 03:00:00
EVT-000723,ORDER-00499,fedex,751503468696,2026-07-23,label_created,2026-07-23 00:00:00
EVT-000724,ORDER-00499,usps,133953824148,2026-07-23,in_transit,2026-07-23 07:00:00
EVT-000725,ORDER-00499,dhl,901700905884,2026-07-23,out_for_delivery,2026-07-23 13:00:00
EVT-000726,ORDER-00501,ups,292377853815,2026-07-31,label_created,2026-07-31 01:00:00
EVT-000727,ORDER-00501,fedex,271788808341,2026-07-31,in_transit,2026-07-31 11:00:00
EVT-000728,ORDER-00501,fedex,582599661350,2026-07-31,out_for_delivery,2026-07-31 16:00:00
EVT-000729,ORDER-00503,dhl,036383196208,2026-08-08,label_created,2026-08-08 03:00:00
EVT-000730,ORDER-00503,usps,394960873637,2026-08-08,in_transit,2026-08-08 11:00:00
EVT-000731,ORDER-00507,usps,604594720930,2026-07-11,label_created,2026-07-11 05:00:00
EVT-000732,ORDER-00509,ups,705707229347,2026-09-01,label_created,2026-09-01 05:00:00
EVT-000733,ORDER-00509,fedex,887757558133,2026-09-01,in_transit,2026-09-01 06:00:00
EVT-000734,ORDER-00509,fedex,742869058006,2026-09-01,out_for_delivery,2026-09-01 12:00:00
EVT-000735,ORDER-00510,ups,322266074718,2026-08-20,label_created,2026-08-20 00:00:00
EVT-000736,ORDER-00510,fedex,331117053813,2026-08-20,in_transit,2026-08-20 08:00:00
EVT-000737,ORDER-00511,usps,523299571592,2026-08-17,label_created,2026-08-17 05:00:00
EVT-000738,ORDER-00511,dhl,836813122344,2026-08-17,in_transit,2026-08-17 09:00:00
EVT-000739,ORDER-00511,fedex,865835890120,2026-08-17,out_for_delivery,2026-08-17 14:00:00
EVT-000740,ORDER-00513,usps,047162237722,2026-07-12,label_created,2026-07-12 04:00:00
EVT-000741,ORDER-00513,fedex,448800841941,2026-07-12,in_transit,2026-07-12 11:00:00
EVT-000742,ORDER-00513,dhl,528644470756,2026-07-12,out_for_delivery,2026-07-12 17:00:00
EVT-000743,ORDER-00515,dhl,953349450702,2026-09-02,label_created,2026-09-02 03:00:00
EVT-000744,ORDER-00520,fedex,916663749082,2026-07-26,label_created,2026-07-26 05:00:00
EVT-000745,ORDER-00520,fedex,220106718595,2026-07-26,in_transit,2026-07-26 07:00:00
EVT-000746,ORDER-00522,usps,735553522332,2026-06-15,label_created,2026-06-15 04:00:00
EVT-000747,ORDER-00522,dhl,375522353017,2026-06-15,in_transit,2026-06-15 08:00:00
EVT-000748,ORDER-00522,ups,584995119943,2026-06-15,out_for_delivery,2026-06-15 14:00:00
EVT-000749,ORDER-00524,usps,681173369499,2026-06-07,label_created,2026-06-07 04:00:00
EVT-000750,ORDER-00524,dhl,489310182145,2026-06-07,in_transit,2026-06-07 10:00:00
EVT-000751,ORDER-00525,ups,914786400263,2026-06-25,label_created,2026-06-25 01:00:00
EVT-000752,ORDER-00525,fedex,514740771588,2026-06-25,in_transit,2026-06-25 08:00:00
EVT-000753,ORDER-00526,ups,167653523392,2026-09-01,label_created,2026-09-01 03:00:00
EVT-000754,ORDER-00527,dhl,124339159712,2026-07-18,label_created,2026-07-18 03:00:00
EVT-000755,ORDER-00528,ups,660627729355,2026-06-18,label_created,2026-06-18 05:00:00
EVT-000756,ORDER-00528,usps,335768456320,2026-06-18,in_transit,2026-06-18 07:00:00
EVT-000757,ORDER-00528,ups,590503033160,2026-06-18,out_for_delivery,2026-06-18 12:00:00
EVT-000758,ORDER-00529,ups,737331702838,2026-07-23,label_created,2026-07-23 04:00:00
EVT-000759,ORDER-00529,usps,296290480123,2026-07-23,in_transit,2026-07-23 06:00:00
EVT-000760,ORDER-00530,fedex,634472712808,2026-07-12,label_created,2026-07-12 05:00:00
EVT-000761,ORDER-00532,ups,630525029737,2026-08-30,label_created,2026-08-30 00:00:00
EVT-000762,ORDER-00535,fedex,789526369512,2026-07-19,label_created,2026-07-19 05:00:00
EVT-000763,ORDER-00536,dhl,715194801519,2026-08-14,label_created,2026-08-14 02:00:00
EVT-000764,ORDER-00536,usps,929325311738,2026-08-14,in_transit,2026-08-14 09:00:00
EVT-000765,ORDER-00537,usps,694809600477,2026-06-21,label_created,2026-06-21 01:00:00
EVT-000766,ORDER-00539,ups,065501796282,2026-08-21,label_created,2026-08-21 05:00:00
EVT-000767,ORDER-00539,usps,747860491828,2026-08-21,in_transit,2026-08-21 10:00:00
EVT-000768,ORDER-00539,usps,291149723972,2026-08-21,out_for_delivery,2026-08-21 15:00:00
EVT-000769,ORDER-00540,ups,815162884572,2026-08-25,label_created,2026-08-25 00:00:00
EVT-000770,ORDER-00540,usps,269624811722,2026-08-25,in_transit,2026-08-25 09:00:00
EVT-000771,ORDER-00541,fedex,948428552554,2026-08-09,label_created,2026-08-09 04:00:00
EVT-000772,ORDER-00542,dhl,003923921518,2026-06-30,label_created,2026-06-30 01:00:00
EVT-000773,ORDER-00544,usps,881123525839,2026-07-14,label_created,2026-07-14 00:00:00
EVT-000774,ORDER-00545,ups,619596983454,2026-06-14,label_created,2026-06-14 00:00:00
EVT-000775,ORDER-00545,usps,768448037597,2026-06-14,in_transit,2026-06-14 09:00:00
EVT-000776,ORDER-00545,usps,615648371684,2026-06-14,out_for_delivery,2026-06-14 13:00:00
EVT-000777,ORDER-00546,ups,365020530856,2026-08-12,label_created,2026-08-12 01:00:00
EVT-000778,ORDER-00546,fedex,630984603668,2026-08-12,in_transit,2026-08-12 08:00:00
EVT-000779,ORDER-00547,ups,891767881349,2026-07-28,label_created,2026-07-28 03:00:00
EVT-000780,ORDER-00547,dhl,428459737622,2026-07-28,in_transit,2026-07-28 07:00:00
EVT-000781,ORDER-00547,usps,084795447681,2026-07-28,out_for_delivery,2026-07-28 13:00:00
EVT-000782,ORDER-00548,fedex,093158871650,2026-07-01,label_created,2026-07-01 00:00:00
EVT-000783,ORDER-00548,dhl,427949144972,2026-07-01,in_transit,2026-07-01 09:00:00
EVT-000784,ORDER-00549,ups,074503385362,2026-09-13,label_created,2026-09-13 01:00:00
EVT-000785,ORDER-00550,fedex,720336218001,2026-09-07,label_created,2026-09-07 04:00:00
EVT-000786,ORDER-00550,fedex,630270226159,2026-09-07,in_transit,2026-09-07 09:00:00
EVT-000787,ORDER-00550,fedex,472332156284,2026-09-07,out_for_delivery,2026-09-07 15:00:00
EVT-000788,ORDER-00551,ups,833678013808,2026-08-01,label_created,2026-08-01 02:00:00
EVT-000789,ORDER-00551,dhl,791865728925,2026-08-01,in_transit,2026-08-01 10:00:00
EVT-000790,ORDER-00552,ups,174319443970,2026-07-23,label_created,2026-07-23 00:00:00
EVT-000791,ORDER-00552,dhl,460550135098,2026-07-23,in_transit,2026-07-23 08:00:00
EVT-000792,ORDER-00553,ups,643414701956,2026-07-26,label_created,2026-07-26 02:00:00
EVT-000793,ORDER-00554,fedex,773142558242,2026-09-24,label_created,2026-09-24 00:00:00
EVT-000794,ORDER-00555,dhl,159218576078,2026-09-08,label_created,2026-09-08 05:00:00
EVT-000795,ORDER-00555,ups,453945629565,2026-09-08,in_transit,2026-09-08 08:00:00
EVT-000796,ORDER-00555,dhl,160230137149,2026-09-08,out_for_delivery,2026-09-08 16:00:00
EVT-000797,ORDER-00556,usps,228790213708,2026-09-10,label_created,2026-09-10 01:00:00
EVT-000798,ORDER-00556,usps,632775924580,2026-09-10,in_transit,2026-09-10 09:00:00
EVT-000799,ORDER-00559,ups,659353275136,2026-09-14,label_created,2026-09-14 01:00:00
EVT-000800,ORDER-00561,usps,879462028779,2026-05-30,label_created,2026-05-30 01:00:00
EVT-000801,ORDER-00565,ups,172388521641,2026-06-28,label_created,2026-06-28 05:00:00
EVT-000802,ORDER-00566,fedex,823999317150,2026-06-22,label_created,2026-06-22 00:00:00
EVT-000803,ORDER-00566,usps,516063455388,2026-06-22,in_transit,2026-06-22 10:00:00
EVT-000804,ORDER-00567,usps,562578380914,2026-06-04,label_created,2026-06-04 04:00:00
EVT-000805,ORDER-00570,dhl,656272619770,2026-07-18,label_created,2026-07-18 01:00:00
EVT-000806,ORDER-00571,usps,248057709525,2026-09-20,label_created,2026-09-20 03:00:00
EVT-000807,ORDER-00571,usps,330265578858,2026-09-20,in_transit,2026-09-20 11:00:00
EVT-000808,ORDER-00571,dhl,903721265825,2026-09-20,out_for_delivery,2026-09-20 16:00:00
EVT-000809,ORDER-00572,dhl,143549674304,2026-09-17,label_created,2026-09-17 02:00:00
EVT-000810,ORDER-00572,usps,481464722226,2026-09-17,in_transit,2026-09-17 07:00:00
EVT-000811,ORDER-00574,dhl,636123126086,2026-07-27,label_created,2026-07-27 04:00:00
EVT-000812,ORDER-00575,ups,315226411643,2026-09-11,label_created,2026-09-11 01:00:00
EVT-000813,ORDER-00576,dhl,928192573656,2026-09-19,label_created,2026-09-19 05:00:00
EVT-000814,ORDER-00576,fedex,705006838790,2026-09-19,in_transit,2026-09-19 06:00:00
EVT-000815,ORDER-00577,ups,087357056816,2026-07-18,label_created,2026-07-18 05:00:00
EVT-000816,ORDER-00577,usps,531344140472,2026-07-18,in_transit,2026-07-18 11:00:00
EVT-000817,ORDER-00579,fedex,874597426585,2026-08-27,label_created,2026-08-27 03:00:00
EVT-000818,ORDER-00579,ups,990438083099,2026-08-27,in_transit,2026-08-27 07:00:00
EVT-000819,ORDER-00579,usps,532562668658,2026-08-27,out_for_delivery,2026-08-27 16:00:00
EVT-000820,ORDER-00580,fedex,788137996238,2026-07-03,label_created,2026-07-03 00:00:00
EVT-000821,ORDER-00580,dhl,499167603881,2026-07-03,in_transit,2026-07-03 08:00:00
EVT-000822,ORDER-00580,dhl,179400015656,2026-07-03,out_for_delivery,2026-07-03 12:00:00
EVT-000823,ORDER-00581,usps,557917307145,2026-07-05,label_created,2026-07-05 02:00:00
EVT-000824,ORDER-00583,ups,963316107943,2026-09-07,label_created,2026-09-07 03:00:00
EVT-000825,ORDER-00584,usps,867745631964,2026-08-31,label_created,2026-08-31 04:00:00
EVT-000826,ORDER-00584,usps,059289929032,2026-08-31,in_transit,2026-08-31 08:00:00
EVT-000827,ORDER-00586,dhl,870486497637,2026-06-17,label_created,2026-06-17 03:00:00
EVT-000828,ORDER-00587,fedex,763566436223,2026-06-14,label_created,2026-06-14 01:00:00
EVT-000829,ORDER-00587,ups,285105905838,2026-06-14,in_transit,2026-06-14 06:00:00
EVT-000830,ORDER-00587,ups,692244596454,2026-06-14,out_for_delivery,2026-06-14 17:00:00
EVT-000831,ORDER-00588,fedex,548704639218,2026-07-02,label_created,2026-07-02 02:00:00
EVT-000832,ORDER-00589,usps,133205209768,2026-06-24,label_created,2026-06-24 04:00:00
EVT-000833,ORDER-00589,dhl,662290666040,2026-06-24,in_transit,2026-06-24 08:00:00
EVT-000834,ORDER-00590,usps,498072114114,2026-06-14,label_created,2026-06-14 02:00:00
EVT-000835,ORDER-00590,usps,802507282926,2026-06-14,in_transit,2026-06-14 06:00:00
EVT-000836,ORDER-00590,usps,838191609849,2026-06-14,out_for_delivery,2026-06-14 14:00:00
EVT-000837,ORDER-00591,usps,364671518124,2026-08-15,label_created,2026-08-15 01:00:00
EVT-000838,ORDER-00593,ups,026941744360,2026-09-01,label_created,2026-09-01 04:00:00
EVT-000839,ORDER-00593,ups,341768962715,2026-09-01,in_transit,2026-09-01 07:00:00
EVT-000840,ORDER-00593,fedex,994287627035,2026-09-01,out_for_delivery,2026-09-01 15:00:00
EVT-000841,ORDER-00594,fedex,153531585096,2026-08-07,label_created,2026-08-07 05:00:00
EVT-000842,ORDER-00594,dhl,331586063131,2026-08-07,in_transit,2026-08-07 09:00:00
EVT-000843,ORDER-00594,fedex,170770095232,2026-08-07,out_for_delivery,2026-08-07 17:00:00
EVT-000844,ORDER-00595,dhl,183389238064,2026-08-18,label_created,2026-08-18 02:00:00
EVT-000845,ORDER-00595,ups,971452529915,2026-08-18,in_transit,2026-08-18 07:00:00
EVT-000846,ORDER-00597,dhl,739796200125,2026-07-24,label_created,2026-07-24 00:00:00
EVT-000847,ORDER-00598,fedex,739469432567,2026-07-19,label_created,2026-07-19 03:00:00
EVT-000848,ORDER-00598,usps,128879063398,2026-07-19,in_transit,2026-07-19 08:00:00
EVT-000849,ORDER-00599,usps,840187488420,2026-06-21,label_created,2026-06-21 02:00:00
EVT-000850,ORDER-00599,dhl,290506311683,2026-06-21,in_transit,2026-06-21 06:00:00
EVT-000851,ORDER-00599,ups,175110936959,2026-06-21,out_for_delivery,2026-06-21 16:00:00
EVT-000852,ORDER-00601,dhl,937945960428,2026-07-05,label_created,2026-07-05 01:00:00
EVT-000853,ORDER-00601,dhl,805665836109,2026-07-05,in_transit,2026-07-05 11:00:00
EVT-000854,ORDER-00601,ups,645853190326,2026-07-05,out_for_delivery,2026-07-05 15:00:00
EVT-000855,ORDER-00602,usps,417023887858,2026-09-07,label_created,2026-09-07 04:00:00
EVT-000856,ORDER-00602,usps,226867979502,2026-09-07,in_transit,2026-09-07 07:00:00
EVT-000857,ORDER-00602,usps,968297778801,2026-09-07,out_for_delivery,2026-09-07 13:00:00
EVT-000858,ORDER-00603,dhl,151879172525,2026-05-31,label_created,2026-05-31 04:00:00
EVT-000859,ORDER-00603,usps,421725502880,2026-05-31,in_transit,2026-05-31 09:00:00
EVT-000860,ORDER-00603,dhl,663027219700,2026-05-31,out_for_delivery,2026-05-31 16:00:00
EVT-000861,ORDER-00605,usps,671219971912,2026-09-19,label_created,2026-09-19 03:00:00
EVT-000862,ORDER-00605,dhl,928389524066,2026-09-19,in_transit,2026-09-19 10:00:00
